Loaded dataset with 291742 molecules from pretraining_data/drugs
epoch 044 step 00200/4559 (  4.4%) lr 0.000211098
epoch 044 step 00250/4559 (  5.5%) lr 0.000211048
epoch 044 step 00300/4559 (  6.6%) lr 0.000210993
epoch 044 step 00350/4559 (  7.7%) lr 0.000210943
epoch 044 step 00400/4559 (  8.8%) lr 0.000210889
epoch 044 step 00450/4559 (  9.9%) lr 0.000210838
epoch 044 step 00500/4559 ( 11.0%) lr 0.000210784
epoch 044 step 00550/4559 ( 12.1%) lr 0.000210734
epoch 044 step 00600/4559 ( 13.2%) lr 0.000210679
epoch 044 step 00650/4559 ( 14.3%) lr 0.000210629
epoch 044 step 00700/4559 ( 15.4%) lr 0.000210574
epoch 044 step 00750/4559 ( 16.5%) lr 0.000210524
epoch 044 step 00800/4559 ( 17.5%) lr 0.00021047
epoch 044 step 00850/4559 ( 18.6%) lr 0.000210419
epoch 044 step 00900/4559 ( 19.7%) lr 0.000210365
epoch 044 step 00950/4559 ( 20.8%) lr 0.000210314
epoch 044 step 01000/4559 ( 21.9%) lr 0.00021026
epoch 044 step 01050/4559 ( 23.0%) lr 0.00021021
epoch 044 step 01100/4559 ( 24.1%) lr 0.000210155
epoch 044 step 01150/4559 ( 25.2%) lr 0.000210105
epoch 044 step 01200/4559 ( 26.3%) lr 0.00021005
epoch 044 step 01250/4559 ( 27.4%) lr 0.00021
epoch 044 step 01300/4559 ( 28.5%) lr 0.000209945
epoch 044 step 01350/4559 ( 29.6%) lr 0.000209895
epoch 044 step 01400/4559 ( 30.7%) lr 0.00020984
epoch 044 step 01450/4559 ( 31.8%) lr 0.00020979
epoch 044 step 01500/4559 ( 32.9%) lr 0.000209735
epoch 044 step 01550/4559 ( 34.0%) lr 0.000209685
epoch 044 step 01600/4559 ( 35.1%) lr 0.00020963
epoch 044 step 01650/4559 ( 36.2%) lr 0.000209579
epoch 044 step 01700/4559 ( 37.3%) lr 0.000209525
epoch 044 step 01750/4559 ( 38.4%) lr 0.000209474
epoch 044 step 01800/4559 ( 39.5%) lr 0.00020942
epoch 044 step 01850/4559 ( 40.6%) lr 0.000209369
epoch 044 step 01900/4559 ( 41.7%) lr 0.000209314
epoch 044 step 01950/4559 ( 42.8%) lr 0.000209264
epoch 044 step 02000/4559 ( 43.9%) lr 0.000209209
epoch 044 step 02050/4559 ( 45.0%) lr 0.000209159
epoch 044 step 02100/4559 ( 46.1%) lr 0.000209104
epoch 044 step 02150/4559 ( 47.2%) lr 0.000209053
epoch 044 step 02200/4559 ( 48.3%) lr 0.000208999
epoch 044 step 02250/4559 ( 49.4%) lr 0.000208948
epoch 044 step 02300/4559 ( 50.4%) lr 0.000208893
epoch 044 step 02350/4559 ( 51.5%) lr 0.000208843
epoch 044 step 02400/4559 ( 52.6%) lr 0.000208788
epoch 044 step 02450/4559 ( 53.7%) lr 0.000208737
epoch 044 step 02500/4559 ( 54.8%) lr 0.000208682
epoch 044 step 02550/4559 ( 55.9%) lr 0.000208632
epoch 044 step 02600/4559 ( 57.0%) lr 0.000208577
epoch 044 step 02650/4559 ( 58.1%) lr 0.000208526
epoch 044 step 02700/4559 ( 59.2%) lr 0.000208472
epoch 044 step 02750/4559 ( 60.3%) lr 0.000208421
epoch 044 step 02800/4559 ( 61.4%) lr 0.000208366
epoch 044 step 02850/4559 ( 62.5%) lr 0.000208315
epoch 044 step 02900/4559 ( 63.6%) lr 0.000208261
epoch 044 step 02950/4559 ( 64.7%) lr 0.00020821
epoch 044 step 03000/4559 ( 65.8%) lr 0.000208155
epoch 044 step 03050/4559 ( 66.9%) lr 0.000208104
epoch 044 step 03100/4559 ( 68.0%) lr 0.000208049
epoch 044 step 03150/4559 ( 69.1%) lr 0.000207999
epoch 044 step 03200/4559 ( 70.2%) lr 0.000207944
epoch 044 step 03250/4559 ( 71.3%) lr 0.000207893
epoch 044 step 03300/4559 ( 72.4%) lr 0.000207838
epoch 044 step 03350/4559 ( 73.5%) lr 0.000207787
epoch 044 step 03400/4559 ( 74.6%) lr 0.000207732
epoch 044 step 03450/4559 ( 75.7%) lr 0.000207682
epoch 044 step 03500/4559 ( 76.8%) lr 0.000207627
epoch 044 step 03550/4559 ( 77.9%) lr 0.000207576
epoch 044 step 03600/4559 ( 79.0%) lr 0.000207521
epoch 044 step 03650/4559 ( 80.1%) lr 0.00020747
epoch 044 step 03700/4559 ( 81.2%) lr 0.000207415
epoch 044 step 03750/4559 ( 82.3%) lr 0.000207364
epoch 044 step 03800/4559 ( 83.4%) lr 0.000207309
epoch 044 step 03850/4559 ( 84.4%) lr 0.000207258
epoch 044 step 03900/4559 ( 85.5%) lr 0.000207203
epoch 044 step 03950/4559 ( 86.6%) lr 0.000207152
epoch 044 step 04000/4559 ( 87.7%) lr 0.000207097
epoch 044 step 04050/4559 ( 88.8%) lr 0.000207047
epoch 044 step 04100/4559 ( 89.9%) lr 0.000206991
epoch 044 step 04150/4559 ( 91.0%) lr 0.000206941
epoch 044 step 04200/4559 ( 92.1%) lr 0.000206885
epoch 044 step 04250/4559 ( 93.2%) lr 0.000206835
epoch 044 step 04300/4559 ( 94.3%) lr 0.000206779
epoch 044 step 04350/4559 ( 95.4%) lr 0.000206729
epoch 044 step 04400/4559 ( 96.5%) lr 0.000206673
epoch 044 step 04450/4559 ( 97.6%) lr 0.000206623
epoch 044 step 04500/4559 ( 98.7%) lr 0.000206567
epoch 044 step 04550/4559 ( 99.8%) lr 0.000206516
epoch 044 step 04559/4559 (100.0%) lr 0.000206504
epoch 044 loss 0.0048 time 1074.2s
epoch 045 step 00050/4559 (  1.1%) lr 0.000206453
epoch 045 step 00100/4559 (  2.2%) lr 0.000206398
epoch 045 step 00150/4559 (  3.3%) lr 0.000206347
epoch 045 step 00200/4559 (  4.4%) lr 0.000206291
epoch 045 step 00250/4559 (  5.5%) lr 0.00020624
epoch 045 step 00300/4559 (  6.6%) lr 0.000206185
epoch 045 step 00350/4559 (  7.7%) lr 0.000206134
epoch 045 step 00400/4559 (  8.8%) lr 0.000206079
epoch 045 step 00450/4559 (  9.9%) lr 0.000206028
epoch 045 step 00500/4559 ( 11.0%) lr 0.000205973
epoch 045 step 00550/4559 ( 12.1%) lr 0.000205922
epoch 045 step 00600/4559 ( 13.2%) lr 0.000205866
epoch 045 step 00650/4559 ( 14.3%) lr 0.000205815
epoch 045 step 00700/4559 ( 15.4%) lr 0.00020576
epoch 045 step 00750/4559 ( 16.5%) lr 0.000205709
epoch 045 step 00800/4559 ( 17.5%) lr 0.000205654
epoch 045 step 00850/4559 ( 18.6%) lr 0.000205603
epoch 045 step 00900/4559 ( 19.7%) lr 0.000205547
epoch 045 step 00950/4559 ( 20.8%) lr 0.000205496
epoch 045 step 01000/4559 ( 21.9%) lr 0.000205441
epoch 045 step 01050/4559 ( 23.0%) lr 0.00020539
epoch 045 step 01100/4559 ( 24.1%) lr 0.000205335
epoch 045 step 01150/4559 ( 25.2%) lr 0.000205283
epoch 045 step 01200/4559 ( 26.3%) lr 0.000205228
epoch 045 step 01250/4559 ( 27.4%) lr 0.000205177
epoch 045 step 01300/4559 ( 28.5%) lr 0.000205122
epoch 045 step 01350/4559 ( 29.6%) lr 0.00020507
epoch 045 step 01400/4559 ( 30.7%) lr 0.000205015
epoch 045 step 01450/4559 ( 31.8%) lr 0.000204964
epoch 045 step 01500/4559 ( 32.9%) lr 0.000204908
epoch 045 step 01550/4559 ( 34.0%) lr 0.000204857
epoch 045 step 01600/4559 ( 35.1%) lr 0.000204802
epoch 045 step 01650/4559 ( 36.2%) lr 0.000204751
epoch 045 step 01700/4559 ( 37.3%) lr 0.000204695
epoch 045 step 01750/4559 ( 38.4%) lr 0.000204644
epoch 045 step 01800/4559 ( 39.5%) lr 0.000204588
epoch 045 step 01850/4559 ( 40.6%) lr 0.000204537
epoch 045 step 01900/4559 ( 41.7%) lr 0.000204482
epoch 045 step 01950/4559 ( 42.8%) lr 0.000204431
epoch 045 step 02000/4559 ( 43.9%) lr 0.000204375
epoch 045 step 02050/4559 ( 45.0%) lr 0.000204324
epoch 045 step 02100/4559 ( 46.1%) lr 0.000204268
epoch 045 step 02150/4559 ( 47.2%) lr 0.000204217
epoch 045 step 02200/4559 ( 48.3%) lr 0.000204161
epoch 045 step 02250/4559 ( 49.4%) lr 0.00020411
epoch 045 step 02300/4559 ( 50.4%) lr 0.000204055
epoch 045 step 02350/4559 ( 51.5%) lr 0.000204003
epoch 045 step 02400/4559 ( 52.6%) lr 0.000203948
epoch 045 step 02450/4559 ( 53.7%) lr 0.000203896
epoch 045 step 02500/4559 ( 54.8%) lr 0.000203841
epoch 045 step 02550/4559 ( 55.9%) lr 0.00020379
epoch 045 step 02600/4559 ( 57.0%) lr 0.000203734
epoch 045 step 02650/4559 ( 58.1%) lr 0.000203683
epoch 045 step 02700/4559 ( 59.2%) lr 0.000203627
epoch 045 step 02750/4559 ( 60.3%) lr 0.000203576
epoch 045 step 02800/4559 ( 61.4%) lr 0.00020352
epoch 045 step 02850/4559 ( 62.5%) lr 0.000203469
epoch 045 step 02900/4559 ( 63.6%) lr 0.000203413
epoch 045 step 02950/4559 ( 64.7%) lr 0.000203362
epoch 045 step 03000/4559 ( 65.8%) lr 0.000203306
epoch 045 step 03050/4559 ( 66.9%) lr 0.000203255
epoch 045 step 03100/4559 ( 68.0%) lr 0.000203199
epoch 045 step 03150/4559 ( 69.1%) lr 0.000203147
epoch 045 step 03200/4559 ( 70.2%) lr 0.000203092
epoch 045 step 03250/4559 ( 71.3%) lr 0.00020304
epoch 045 step 03300/4559 ( 72.4%) lr 0.000202985
epoch 045 step 03350/4559 ( 73.5%) lr 0.000202933
epoch 045 step 03400/4559 ( 74.6%) lr 0.000202877
epoch 045 step 03450/4559 ( 75.7%) lr 0.000202826
epoch 045 step 03500/4559 ( 76.8%) lr 0.00020277
epoch 045 step 03550/4559 ( 77.9%) lr 0.000202719
epoch 045 step 03600/4559 ( 79.0%) lr 0.000202663
epoch 045 step 03650/4559 ( 80.1%) lr 0.000202612
epoch 045 step 03700/4559 ( 81.2%) lr 0.000202556
epoch 045 step 03750/4559 ( 82.3%) lr 0.000202504
epoch 045 step 03800/4559 ( 83.4%) lr 0.000202448
epoch 045 step 03850/4559 ( 84.4%) lr 0.000202397
epoch 045 step 03900/4559 ( 85.5%) lr 0.000202341
epoch 045 step 03950/4559 ( 86.6%) lr 0.00020229
epoch 045 step 04000/4559 ( 87.7%) lr 0.000202234
epoch 045 step 04050/4559 ( 88.8%) lr 0.000202182
epoch 045 step 04100/4559 ( 89.9%) lr 0.000202126
epoch 045 step 04150/4559 ( 91.0%) lr 0.000202075
epoch 045 step 04200/4559 ( 92.1%) lr 0.000202019
epoch 045 step 04250/4559 ( 93.2%) lr 0.000201967
epoch 045 step 04300/4559 ( 94.3%) lr 0.000201912
epoch 045 step 04350/4559 ( 95.4%) lr 0.00020186
epoch 045 step 04400/4559 ( 96.5%) lr 0.000201804
epoch 045 step 04450/4559 ( 97.6%) lr 0.000201752
epoch 045 step 04500/4559 ( 98.7%) lr 0.000201697
epoch 045 step 04550/4559 ( 99.8%) lr 0.000201645
epoch 045 step 04559/4559 (100.0%) lr 0.000201632
epoch 045 loss 0.0048 time 1176.3s
epoch 046 step 00050/4559 (  1.1%) lr 0.00020158
epoch 046 step 00100/4559 (  2.2%) lr 0.000201524
epoch 046 step 00150/4559 (  3.3%) lr 0.000201473
epoch 046 step 00200/4559 (  4.4%) lr 0.000201417
epoch 046 step 00250/4559 (  5.5%) lr 0.000201365
epoch 046 step 00300/4559 (  6.6%) lr 0.000201309
epoch 046 step 00350/4559 (  7.7%) lr 0.000201258
epoch 046 step 00400/4559 (  8.8%) lr 0.000201202
epoch 046 step 00450/4559 (  9.9%) lr 0.00020115
epoch 046 step 00500/4559 ( 11.0%) lr 0.000201094
epoch 046 step 00550/4559 ( 12.1%) lr 0.000201042
epoch 046 step 00600/4559 ( 13.2%) lr 0.000200986
epoch 046 step 00650/4559 ( 14.3%) lr 0.000200935
epoch 046 step 00700/4559 ( 15.4%) lr 0.000200879
epoch 046 step 00750/4559 ( 16.5%) lr 0.000200827
epoch 046 step 00800/4559 ( 17.5%) lr 0.000200771
epoch 046 step 00850/4559 ( 18.6%) lr 0.000200719
epoch 046 step 00900/4559 ( 19.7%) lr 0.000200663
epoch 046 step 00950/4559 ( 20.8%) lr 0.000200611
epoch 046 step 01000/4559 ( 21.9%) lr 0.000200555
epoch 046 step 01050/4559 ( 23.0%) lr 0.000200503
epoch 046 step 01100/4559 ( 24.1%) lr 0.000200447
epoch 046 step 01150/4559 ( 25.2%) lr 0.000200395
epoch 046 step 01200/4559 ( 26.3%) lr 0.000200339
epoch 046 step 01250/4559 ( 27.4%) lr 0.000200288
epoch 046 step 01300/4559 ( 28.5%) lr 0.000200231
epoch 046 step 01350/4559 ( 29.6%) lr 0.00020018
epoch 046 step 01400/4559 ( 30.7%) lr 0.000200124
epoch 046 step 01450/4559 ( 31.8%) lr 0.000200072
epoch 046 step 01500/4559 ( 32.9%) lr 0.000200016
epoch 046 step 01550/4559 ( 34.0%) lr 0.000199964
epoch 046 step 01600/4559 ( 35.1%) lr 0.000199908
epoch 046 step 01650/4559 ( 36.2%) lr 0.000199856
epoch 046 step 01700/4559 ( 37.3%) lr 0.0001998
epoch 046 step 01750/4559 ( 38.4%) lr 0.000199748
epoch 046 step 01800/4559 ( 39.5%) lr 0.000199692
epoch 046 step 01850/4559 ( 40.6%) lr 0.00019964
epoch 046 step 01900/4559 ( 41.7%) lr 0.000199583
epoch 046 step 01950/4559 ( 42.8%) lr 0.000199532
epoch 046 step 02000/4559 ( 43.9%) lr 0.000199475
epoch 046 step 02050/4559 ( 45.0%) lr 0.000199423
epoch 046 step 02100/4559 ( 46.1%) lr 0.000199367
epoch 046 step 02150/4559 ( 47.2%) lr 0.000199315
epoch 046 step 02200/4559 ( 48.3%) lr 0.000199259
epoch 046 step 02250/4559 ( 49.4%) lr 0.000199207
epoch 046 step 02300/4559 ( 50.4%) lr 0.000199151
epoch 046 step 02350/4559 ( 51.5%) lr 0.000199099
epoch 046 step 02400/4559 ( 52.6%) lr 0.000199043
epoch 046 step 02450/4559 ( 53.7%) lr 0.000198991
epoch 046 step 02500/4559 ( 54.8%) lr 0.000198934
epoch 046 step 02550/4559 ( 55.9%) lr 0.000198882
epoch 046 step 02600/4559 ( 57.0%) lr 0.000198826
epoch 046 step 02650/4559 ( 58.1%) lr 0.000198774
epoch 046 step 02700/4559 ( 59.2%) lr 0.000198718
epoch 046 step 02750/4559 ( 60.3%) lr 0.000198666
epoch 046 step 02800/4559 ( 61.4%) lr 0.000198609
epoch 046 step 02850/4559 ( 62.5%) lr 0.000198557
epoch 046 step 02900/4559 ( 63.6%) lr 0.000198501
epoch 046 step 02950/4559 ( 64.7%) lr 0.000198449
epoch 046 step 03000/4559 ( 65.8%) lr 0.000198393
epoch 046 step 03050/4559 ( 66.9%) lr 0.000198341
epoch 046 step 03100/4559 ( 68.0%) lr 0.000198284
epoch 046 step 03150/4559 ( 69.1%) lr 0.000198232
epoch 046 step 03200/4559 ( 70.2%) lr 0.000198176
epoch 046 step 03250/4559 ( 71.3%) lr 0.000198124
epoch 046 step 03300/4559 ( 72.4%) lr 0.000198067
epoch 046 step 03350/4559 ( 73.5%) lr 0.000198015
epoch 046 step 03400/4559 ( 74.6%) lr 0.000197959
epoch 046 step 03450/4559 ( 75.7%) lr 0.000197907
epoch 046 step 03500/4559 ( 76.8%) lr 0.00019785
epoch 046 step 03550/4559 ( 77.9%) lr 0.000197798
epoch 046 step 03600/4559 ( 79.0%) lr 0.000197742
epoch 046 step 03650/4559 ( 80.1%) lr 0.00019769
epoch 046 step 03700/4559 ( 81.2%) lr 0.000197633
epoch 046 step 03750/4559 ( 82.3%) lr 0.000197581
epoch 046 step 03800/4559 ( 83.4%) lr 0.000197524
epoch 046 step 03850/4559 ( 84.4%) lr 0.000197472
epoch 046 step 03900/4559 ( 85.5%) lr 0.000197416
epoch 046 step 03950/4559 ( 86.6%) lr 0.000197364
epoch 046 step 04000/4559 ( 87.7%) lr 0.000197307
epoch 046 step 04050/4559 ( 88.8%) lr 0.000197255
epoch 046 step 04100/4559 ( 89.9%) lr 0.000197198
epoch 046 step 04150/4559 ( 91.0%) lr 0.000197146
epoch 046 step 04200/4559 ( 92.1%) lr 0.00019709
epoch 046 step 04250/4559 ( 93.2%) lr 0.000197037
epoch 046 step 04300/4559 ( 94.3%) lr 0.000196981
epoch 046 step 04350/4559 ( 95.4%) lr 0.000196929
epoch 046 step 04400/4559 ( 96.5%) lr 0.000196872
epoch 046 step 04450/4559 ( 97.6%) lr 0.00019682
epoch 046 step 04500/4559 ( 98.7%) lr 0.000196763
epoch 046 step 04550/4559 ( 99.8%) lr 0.000196711
epoch 046 step 04559/4559 (100.0%) lr 0.000196698
epoch 046 loss 0.0047 time 1135.3s
epoch 047 step 00050/4559 (  1.1%) lr 0.000196646
epoch 047 step 00100/4559 (  2.2%) lr 0.000196589
epoch 047 step 00150/4559 (  3.3%) lr 0.000196537
epoch 047 step 00200/4559 (  4.4%) lr 0.00019648
epoch 047 step 00250/4559 (  5.5%) lr 0.000196428
epoch 047 step 00300/4559 (  6.6%) lr 0.000196371
epoch 047 step 00350/4559 (  7.7%) lr 0.000196319
epoch 047 step 00400/4559 (  8.8%) lr 0.000196262
epoch 047 step 00450/4559 (  9.9%) lr 0.00019621
epoch 047 step 00500/4559 ( 11.0%) lr 0.000196154
epoch 047 step 00550/4559 ( 12.1%) lr 0.000196101
epoch 047 step 00600/4559 ( 13.2%) lr 0.000196045
epoch 047 step 00650/4559 ( 14.3%) lr 0.000195992
epoch 047 step 00700/4559 ( 15.4%) lr 0.000195935
epoch 047 step 00750/4559 ( 16.5%) lr 0.000195883
epoch 047 step 00800/4559 ( 17.5%) lr 0.000195826
epoch 047 step 00850/4559 ( 18.6%) lr 0.000195774
epoch 047 step 00900/4559 ( 19.7%) lr 0.000195717
epoch 047 step 00950/4559 ( 20.8%) lr 0.000195665
epoch 047 step 01000/4559 ( 21.9%) lr 0.000195608
epoch 047 step 01050/4559 ( 23.0%) lr 0.000195556
epoch 047 step 01100/4559 ( 24.1%) lr 0.000195499
epoch 047 step 01150/4559 ( 25.2%) lr 0.000195447
epoch 047 step 01200/4559 ( 26.3%) lr 0.00019539
epoch 047 step 01250/4559 ( 27.4%) lr 0.000195338
epoch 047 step 01300/4559 ( 28.5%) lr 0.000195281
epoch 047 step 01350/4559 ( 29.6%) lr 0.000195228
epoch 047 step 01400/4559 ( 30.7%) lr 0.000195172
epoch 047 step 01450/4559 ( 31.8%) lr 0.000195119
epoch 047 step 01500/4559 ( 32.9%) lr 0.000195062
epoch 047 step 01550/4559 ( 34.0%) lr 0.00019501
epoch 047 step 01600/4559 ( 35.1%) lr 0.000194953
epoch 047 step 01650/4559 ( 36.2%) lr 0.000194901
epoch 047 step 01700/4559 ( 37.3%) lr 0.000194844
epoch 047 step 01750/4559 ( 38.4%) lr 0.000194791
epoch 047 step 01800/4559 ( 39.5%) lr 0.000194735
epoch 047 step 01850/4559 ( 40.6%) lr 0.000194682
epoch 047 step 01900/4559 ( 41.7%) lr 0.000194625
epoch 047 step 01950/4559 ( 42.8%) lr 0.000194573
epoch 047 step 02000/4559 ( 43.9%) lr 0.000194516
epoch 047 step 02050/4559 ( 45.0%) lr 0.000194463
epoch 047 step 02100/4559 ( 46.1%) lr 0.000194407
epoch 047 step 02150/4559 ( 47.2%) lr 0.000194354
epoch 047 step 02200/4559 ( 48.3%) lr 0.000194297
epoch 047 step 02250/4559 ( 49.4%) lr 0.000194245
epoch 047 step 02300/4559 ( 50.4%) lr 0.000194188
epoch 047 step 02350/4559 ( 51.5%) lr 0.000194135
epoch 047 step 02400/4559 ( 52.6%) lr 0.000194078
epoch 047 step 02450/4559 ( 53.7%) lr 0.000194026
epoch 047 step 02500/4559 ( 54.8%) lr 0.000193969
epoch 047 step 02550/4559 ( 55.9%) lr 0.000193916
epoch 047 step 02600/4559 ( 57.0%) lr 0.000193859
epoch 047 step 02650/4559 ( 58.1%) lr 0.000193807
epoch 047 step 02700/4559 ( 59.2%) lr 0.00019375
epoch 047 step 02750/4559 ( 60.3%) lr 0.000193697
epoch 047 step 02800/4559 ( 61.4%) lr 0.00019364
epoch 047 step 02850/4559 ( 62.5%) lr 0.000193588
epoch 047 step 02900/4559 ( 63.6%) lr 0.000193531
epoch 047 step 02950/4559 ( 64.7%) lr 0.000193478
epoch 047 step 03000/4559 ( 65.8%) lr 0.000193421
epoch 047 step 03050/4559 ( 66.9%) lr 0.000193368
epoch 047 step 03100/4559 ( 68.0%) lr 0.000193311
epoch 047 step 03150/4559 ( 69.1%) lr 0.000193259
epoch 047 step 03200/4559 ( 70.2%) lr 0.000193202
epoch 047 step 03250/4559 ( 71.3%) lr 0.000193149
epoch 047 step 03300/4559 ( 72.4%) lr 0.000193092
epoch 047 step 03350/4559 ( 73.5%) lr 0.000193039
epoch 047 step 03400/4559 ( 74.6%) lr 0.000192982
epoch 047 step 03450/4559 ( 75.7%) lr 0.00019293
epoch 047 step 03500/4559 ( 76.8%) lr 0.000192873
epoch 047 step 03550/4559 ( 77.9%) lr 0.00019282
epoch 047 step 03600/4559 ( 79.0%) lr 0.000192763
epoch 047 step 03650/4559 ( 80.1%) lr 0.00019271
epoch 047 step 03700/4559 ( 81.2%) lr 0.000192653
epoch 047 step 03750/4559 ( 82.3%) lr 0.0001926
epoch 047 step 03800/4559 ( 83.4%) lr 0.000192543
epoch 047 step 03850/4559 ( 84.4%) lr 0.00019249
epoch 047 step 03900/4559 ( 85.5%) lr 0.000192433
epoch 047 step 03950/4559 ( 86.6%) lr 0.000192381
epoch 047 step 04000/4559 ( 87.7%) lr 0.000192323
epoch 047 step 04050/4559 ( 88.8%) lr 0.000192271
epoch 047 step 04100/4559 ( 89.9%) lr 0.000192214
epoch 047 step 04150/4559 ( 91.0%) lr 0.000192161
epoch 047 step 04200/4559 ( 92.1%) lr 0.000192104
epoch 047 step 04250/4559 ( 93.2%) lr 0.000192051
epoch 047 step 04300/4559 ( 94.3%) lr 0.000191994
epoch 047 step 04350/4559 ( 95.4%) lr 0.000191941
epoch 047 step 04400/4559 ( 96.5%) lr 0.000191884
epoch 047 step 04450/4559 ( 97.6%) lr 0.000191831
epoch 047 step 04500/4559 ( 98.7%) lr 0.000191774
epoch 047 step 04550/4559 ( 99.8%) lr 0.000191721
epoch 047 step 04559/4559 (100.0%) lr 0.000191708
epoch 047 loss 0.0046 time 1094.5s
epoch 048 step 00050/4559 (  1.1%) lr 0.000191655
epoch 048 step 00100/4559 (  2.2%) lr 0.000191598
epoch 048 step 00150/4559 (  3.3%) lr 0.000191545
epoch 048 step 00200/4559 (  4.4%) lr 0.000191488
epoch 048 step 00250/4559 (  5.5%) lr 0.000191435
epoch 048 step 00300/4559 (  6.6%) lr 0.000191378
epoch 048 step 00350/4559 (  7.7%) lr 0.000191325
epoch 048 step 00400/4559 (  8.8%) lr 0.000191268
epoch 048 step 00450/4559 (  9.9%) lr 0.000191215
epoch 048 step 00500/4559 ( 11.0%) lr 0.000191157
epoch 048 step 00550/4559 ( 12.1%) lr 0.000191105
epoch 048 step 00600/4559 ( 13.2%) lr 0.000191047
epoch 048 step 00650/4559 ( 14.3%) lr 0.000190994
epoch 048 step 00700/4559 ( 15.4%) lr 0.000190937
epoch 048 step 00750/4559 ( 16.5%) lr 0.000190884
epoch 048 step 00800/4559 ( 17.5%) lr 0.000190827
epoch 048 step 00850/4559 ( 18.6%) lr 0.000190774
epoch 048 step 00900/4559 ( 19.7%) lr 0.000190717
epoch 048 step 00950/4559 ( 20.8%) lr 0.000190664
epoch 048 step 01000/4559 ( 21.9%) lr 0.000190607
epoch 048 step 01050/4559 ( 23.0%) lr 0.000190554
epoch 048 step 01100/4559 ( 24.1%) lr 0.000190496
epoch 048 step 01150/4559 ( 25.2%) lr 0.000190443
epoch 048 step 01200/4559 ( 26.3%) lr 0.000190386
epoch 048 step 01250/4559 ( 27.4%) lr 0.000190333
epoch 048 step 01300/4559 ( 28.5%) lr 0.000190276
epoch 048 step 01350/4559 ( 29.6%) lr 0.000190223
epoch 048 step 01400/4559 ( 30.7%) lr 0.000190165
epoch 048 step 01450/4559 ( 31.8%) lr 0.000190112
epoch 048 step 01500/4559 ( 32.9%) lr 0.000190055
epoch 048 step 01550/4559 ( 34.0%) lr 0.000190002
epoch 048 step 01600/4559 ( 35.1%) lr 0.000189945
epoch 048 step 01650/4559 ( 36.2%) lr 0.000189892
epoch 048 step 01700/4559 ( 37.3%) lr 0.000189834
epoch 048 step 01750/4559 ( 38.4%) lr 0.000189781
epoch 048 step 01800/4559 ( 39.5%) lr 0.000189724
epoch 048 step 01850/4559 ( 40.6%) lr 0.000189671
epoch 048 step 01900/4559 ( 41.7%) lr 0.000189613
epoch 048 step 01950/4559 ( 42.8%) lr 0.00018956
epoch 048 step 02000/4559 ( 43.9%) lr 0.000189503
epoch 048 step 02050/4559 ( 45.0%) lr 0.00018945
epoch 048 step 02100/4559 ( 46.1%) lr 0.000189392
epoch 048 step 02150/4559 ( 47.2%) lr 0.000189339
epoch 048 step 02200/4559 ( 48.3%) lr 0.000189282
epoch 048 step 02250/4559 ( 49.4%) lr 0.000189229
epoch 048 step 02300/4559 ( 50.4%) lr 0.000189171
epoch 048 step 02350/4559 ( 51.5%) lr 0.000189118
epoch 048 step 02400/4559 ( 52.6%) lr 0.000189061
epoch 048 step 02450/4559 ( 53.7%) lr 0.000189008
epoch 048 step 02500/4559 ( 54.8%) lr 0.00018895
epoch 048 step 02550/4559 ( 55.9%) lr 0.000188897
epoch 048 step 02600/4559 ( 57.0%) lr 0.00018884
epoch 048 step 02650/4559 ( 58.1%) lr 0.000188786
epoch 048 step 02700/4559 ( 59.2%) lr 0.000188729
epoch 048 step 02750/4559 ( 60.3%) lr 0.000188676
epoch 048 step 02800/4559 ( 61.4%) lr 0.000188618
epoch 048 step 02850/4559 ( 62.5%) lr 0.000188565
epoch 048 step 02900/4559 ( 63.6%) lr 0.000188508
epoch 048 step 02950/4559 ( 64.7%) lr 0.000188455
epoch 048 step 03000/4559 ( 65.8%) lr 0.000188397
epoch 048 step 03050/4559 ( 66.9%) lr 0.000188344
epoch 048 step 03100/4559 ( 68.0%) lr 0.000188286
epoch 048 step 03150/4559 ( 69.1%) lr 0.000188233
epoch 048 step 03200/4559 ( 70.2%) lr 0.000188176
epoch 048 step 03250/4559 ( 71.3%) lr 0.000188122
epoch 048 step 03300/4559 ( 72.4%) lr 0.000188065
epoch 048 step 03350/4559 ( 73.5%) lr 0.000188012
epoch 048 step 03400/4559 ( 74.6%) lr 0.000187954
epoch 048 step 03450/4559 ( 75.7%) lr 0.000187901
epoch 048 step 03500/4559 ( 76.8%) lr 0.000187843
epoch 048 step 03550/4559 ( 77.9%) lr 0.00018779
epoch 048 step 03600/4559 ( 79.0%) lr 0.000187732
epoch 048 step 03650/4559 ( 80.1%) lr 0.000187679
epoch 048 step 03700/4559 ( 81.2%) lr 0.000187621
epoch 048 step 03750/4559 ( 82.3%) lr 0.000187568
epoch 048 step 03800/4559 ( 83.4%) lr 0.000187511
epoch 048 step 03850/4559 ( 84.4%) lr 0.000187457
epoch 048 step 03900/4559 ( 85.5%) lr 0.0001874
epoch 048 step 03950/4559 ( 86.6%) lr 0.000187347
epoch 048 step 04000/4559 ( 87.7%) lr 0.000187289
epoch 048 step 04050/4559 ( 88.8%) lr 0.000187236
epoch 048 step 04100/4559 ( 89.9%) lr 0.000187178
epoch 048 step 04150/4559 ( 91.0%) lr 0.000187125
epoch 048 step 04200/4559 ( 92.1%) lr 0.000187067
