Loaded dataset with 291742 molecules from pretraining_data/drugs
epoch 027 step 04450/4559 ( 97.6%) lr 0.000274513
epoch 027 step 04500/4559 ( 98.7%) lr 0.00027448
epoch 027 step 04550/4559 ( 99.8%) lr 0.000274449
epoch 027 step 04559/4559 (100.0%) lr 0.000274441
epoch 027 loss 0.0068 time 1103.7s
epoch 028 step 00050/4559 (  1.1%) lr 0.00027441
epoch 028 step 00100/4559 (  2.2%) lr 0.000274377
epoch 028 step 00150/4559 (  3.3%) lr 0.000274346
epoch 028 step 00200/4559 (  4.4%) lr 0.000274313
epoch 028 step 00250/4559 (  5.5%) lr 0.000274282
epoch 028 step 00300/4559 (  6.6%) lr 0.000274249
epoch 028 step 00350/4559 (  7.7%) lr 0.000274218
epoch 028 step 00400/4559 (  8.8%) lr 0.000274185
epoch 028 step 00450/4559 (  9.9%) lr 0.000274154
epoch 028 step 00500/4559 ( 11.0%) lr 0.00027412
epoch 028 step 00550/4559 ( 12.1%) lr 0.000274089
epoch 028 step 00600/4559 ( 13.2%) lr 0.000274056
epoch 028 step 00650/4559 ( 14.3%) lr 0.000274025
epoch 028 step 00700/4559 ( 15.4%) lr 0.000273991
epoch 028 step 00750/4559 ( 16.5%) lr 0.00027396
epoch 028 step 00800/4559 ( 17.5%) lr 0.000273927
epoch 028 step 00850/4559 ( 18.6%) lr 0.000273896
epoch 028 step 00900/4559 ( 19.7%) lr 0.000273862
epoch 028 step 00950/4559 ( 20.8%) lr 0.000273831
epoch 028 step 01000/4559 ( 21.9%) lr 0.000273798
epoch 028 step 01050/4559 ( 23.0%) lr 0.000273766
epoch 028 step 01100/4559 ( 24.1%) lr 0.000273733
epoch 028 step 01150/4559 ( 25.2%) lr 0.000273702
epoch 028 step 01200/4559 ( 26.3%) lr 0.000273668
epoch 028 step 01250/4559 ( 27.4%) lr 0.000273637
epoch 028 step 01300/4559 ( 28.5%) lr 0.000273603
epoch 028 step 01350/4559 ( 29.6%) lr 0.000273572
epoch 028 step 01400/4559 ( 30.7%) lr 0.000273538
epoch 028 step 01450/4559 ( 31.8%) lr 0.000273507
epoch 028 step 01500/4559 ( 32.9%) lr 0.000273473
epoch 028 step 01550/4559 ( 34.0%) lr 0.000273442
epoch 028 step 01600/4559 ( 35.1%) lr 0.000273408
epoch 028 step 01650/4559 ( 36.2%) lr 0.000273377
epoch 028 step 01700/4559 ( 37.3%) lr 0.000273343
epoch 028 step 01750/4559 ( 38.4%) lr 0.000273311
epoch 028 step 01800/4559 ( 39.5%) lr 0.000273277
epoch 028 step 01850/4559 ( 40.6%) lr 0.000273246
epoch 028 step 01900/4559 ( 41.7%) lr 0.000273212
epoch 028 step 01950/4559 ( 42.8%) lr 0.000273181
epoch 028 step 02000/4559 ( 43.9%) lr 0.000273147
epoch 028 step 02050/4559 ( 45.0%) lr 0.000273115
epoch 028 step 02100/4559 ( 46.1%) lr 0.000273081
epoch 028 step 02150/4559 ( 47.2%) lr 0.00027305
epoch 028 step 02200/4559 ( 48.3%) lr 0.000273016
epoch 028 step 02250/4559 ( 49.4%) lr 0.000272984
epoch 028 step 02300/4559 ( 50.4%) lr 0.00027295
epoch 028 step 02350/4559 ( 51.5%) lr 0.000272919
epoch 028 step 02400/4559 ( 52.6%) lr 0.000272884
epoch 028 step 02450/4559 ( 53.7%) lr 0.000272853
epoch 028 step 02500/4559 ( 54.8%) lr 0.000272819
epoch 028 step 02550/4559 ( 55.9%) lr 0.000272787
epoch 028 step 02600/4559 ( 57.0%) lr 0.000272753
epoch 028 step 02650/4559 ( 58.1%) lr 0.000272721
epoch 028 step 02700/4559 ( 59.2%) lr 0.000272687
epoch 028 step 02750/4559 ( 60.3%) lr 0.000272655
epoch 028 step 02800/4559 ( 61.4%) lr 0.000272621
epoch 028 step 02850/4559 ( 62.5%) lr 0.000272589
epoch 028 step 02900/4559 ( 63.6%) lr 0.000272555
epoch 028 step 02950/4559 ( 64.7%) lr 0.000272523
epoch 028 step 03000/4559 ( 65.8%) lr 0.000272489
epoch 028 step 03050/4559 ( 66.9%) lr 0.000272457
epoch 028 step 03100/4559 ( 68.0%) lr 0.000272423
epoch 028 step 03150/4559 ( 69.1%) lr 0.000272391
epoch 028 step 03200/4559 ( 70.2%) lr 0.000272356
epoch 028 step 03250/4559 ( 71.3%) lr 0.000272324
epoch 028 step 03300/4559 ( 72.4%) lr 0.00027229
epoch 028 step 03350/4559 ( 73.5%) lr 0.000272258
epoch 028 step 03400/4559 ( 74.6%) lr 0.000272224
epoch 028 step 03450/4559 ( 75.7%) lr 0.000272192
epoch 028 step 03500/4559 ( 76.8%) lr 0.000272157
epoch 028 step 03550/4559 ( 77.9%) lr 0.000272125
epoch 028 step 03600/4559 ( 79.0%) lr 0.000272091
epoch 028 step 03650/4559 ( 80.1%) lr 0.000272059
epoch 028 step 03700/4559 ( 81.2%) lr 0.000272024
epoch 028 step 03750/4559 ( 82.3%) lr 0.000271992
epoch 028 step 03800/4559 ( 83.4%) lr 0.000271957
epoch 028 step 03850/4559 ( 84.4%) lr 0.000271925
epoch 028 step 03900/4559 ( 85.5%) lr 0.00027189
epoch 028 step 03950/4559 ( 86.6%) lr 0.000271858
epoch 028 step 04000/4559 ( 87.7%) lr 0.000271824
epoch 028 step 04050/4559 ( 88.8%) lr 0.000271792
epoch 028 step 04100/4559 ( 89.9%) lr 0.000271757
epoch 028 step 04150/4559 ( 91.0%) lr 0.000271725
epoch 028 step 04200/4559 ( 92.1%) lr 0.00027169
epoch 028 step 04250/4559 ( 93.2%) lr 0.000271658
epoch 028 step 04300/4559 ( 94.3%) lr 0.000271623
epoch 028 step 04350/4559 ( 95.4%) lr 0.00027159
epoch 028 step 04400/4559 ( 96.5%) lr 0.000271556
epoch 028 step 04450/4559 ( 97.6%) lr 0.000271523
epoch 028 step 04500/4559 ( 98.7%) lr 0.000271488
epoch 028 step 04550/4559 ( 99.8%) lr 0.000271456
epoch 028 step 04559/4559 (100.0%) lr 0.000271448
epoch 028 loss 0.0065 time 1061.2s
epoch 029 step 00050/4559 (  1.1%) lr 0.000271416
epoch 029 step 00100/4559 (  2.2%) lr 0.000271381
epoch 029 step 00150/4559 (  3.3%) lr 0.000271348
epoch 029 step 00200/4559 (  4.4%) lr 0.000271313
epoch 029 step 00250/4559 (  5.5%) lr 0.000271281
epoch 029 step 00300/4559 (  6.6%) lr 0.000271246
epoch 029 step 00350/4559 (  7.7%) lr 0.000271214
epoch 029 step 00400/4559 (  8.8%) lr 0.000271178
epoch 029 step 00450/4559 (  9.9%) lr 0.000271146
epoch 029 step 00500/4559 ( 11.0%) lr 0.000271111
epoch 029 step 00550/4559 ( 12.1%) lr 0.000271078
epoch 029 step 00600/4559 ( 13.2%) lr 0.000271043
epoch 029 step 00650/4559 ( 14.3%) lr 0.000271011
epoch 029 step 00700/4559 ( 15.4%) lr 0.000270975
epoch 029 step 00750/4559 ( 16.5%) lr 0.000270943
epoch 029 step 00800/4559 ( 17.5%) lr 0.000270908
epoch 029 step 00850/4559 ( 18.6%) lr 0.000270875
epoch 029 step 00900/4559 ( 19.7%) lr 0.00027084
epoch 029 step 00950/4559 ( 20.8%) lr 0.000270807
epoch 029 step 01000/4559 ( 21.9%) lr 0.000270772
epoch 029 step 01050/4559 ( 23.0%) lr 0.000270739
epoch 029 step 01100/4559 ( 24.1%) lr 0.000270704
epoch 029 step 01150/4559 ( 25.2%) lr 0.000270671
epoch 029 step 01200/4559 ( 26.3%) lr 0.000270636
epoch 029 step 01250/4559 ( 27.4%) lr 0.000270603
epoch 029 step 01300/4559 ( 28.5%) lr 0.000270568
epoch 029 step 01350/4559 ( 29.6%) lr 0.000270535
epoch 029 step 01400/4559 ( 30.7%) lr 0.000270499
epoch 029 step 01450/4559 ( 31.8%) lr 0.000270467
epoch 029 step 01500/4559 ( 32.9%) lr 0.000270431
epoch 029 step 01550/4559 ( 34.0%) lr 0.000270398
epoch 029 step 01600/4559 ( 35.1%) lr 0.000270363
epoch 029 step 01650/4559 ( 36.2%) lr 0.00027033
epoch 029 step 01700/4559 ( 37.3%) lr 0.000270294
epoch 029 step 01750/4559 ( 38.4%) lr 0.000270261
epoch 029 step 01800/4559 ( 39.5%) lr 0.000270226
epoch 029 step 01850/4559 ( 40.6%) lr 0.000270193
epoch 029 step 01900/4559 ( 41.7%) lr 0.000270157
epoch 029 step 01950/4559 ( 42.8%) lr 0.000270124
epoch 029 step 02000/4559 ( 43.9%) lr 0.000270089
epoch 029 step 02050/4559 ( 45.0%) lr 0.000270056
epoch 029 step 02100/4559 ( 46.1%) lr 0.00027002
epoch 029 step 02150/4559 ( 47.2%) lr 0.000269987
epoch 029 step 02200/4559 ( 48.3%) lr 0.000269951
epoch 029 step 02250/4559 ( 49.4%) lr 0.000269918
epoch 029 step 02300/4559 ( 50.4%) lr 0.000269882
epoch 029 step 02350/4559 ( 51.5%) lr 0.000269849
epoch 029 step 02400/4559 ( 52.6%) lr 0.000269813
epoch 029 step 02450/4559 ( 53.7%) lr 0.00026978
epoch 029 step 02500/4559 ( 54.8%) lr 0.000269744
epoch 029 step 02550/4559 ( 55.9%) lr 0.000269711
epoch 029 step 02600/4559 ( 57.0%) lr 0.000269675
epoch 029 step 02650/4559 ( 58.1%) lr 0.000269642
epoch 029 step 02700/4559 ( 59.2%) lr 0.000269606
epoch 029 step 02750/4559 ( 60.3%) lr 0.000269573
epoch 029 step 02800/4559 ( 61.4%) lr 0.000269537
epoch 029 step 02850/4559 ( 62.5%) lr 0.000269504
epoch 029 step 02900/4559 ( 63.6%) lr 0.000269468
epoch 029 step 02950/4559 ( 64.7%) lr 0.000269434
epoch 029 step 03000/4559 ( 65.8%) lr 0.000269398
epoch 029 step 03050/4559 ( 66.9%) lr 0.000269365
epoch 029 step 03100/4559 ( 68.0%) lr 0.000269329
epoch 029 step 03150/4559 ( 69.1%) lr 0.000269296
epoch 029 step 03200/4559 ( 70.2%) lr 0.000269259
epoch 029 step 03250/4559 ( 71.3%) lr 0.000269226
epoch 029 step 03300/4559 ( 72.4%) lr 0.00026919
epoch 029 step 03350/4559 ( 73.5%) lr 0.000269156
epoch 029 step 03400/4559 ( 74.6%) lr 0.00026912
epoch 029 step 03450/4559 ( 75.7%) lr 0.000269087
epoch 029 step 03500/4559 ( 76.8%) lr 0.000269051
epoch 029 step 03550/4559 ( 77.9%) lr 0.000269017
epoch 029 step 03600/4559 ( 79.0%) lr 0.000268981
epoch 029 step 03650/4559 ( 80.1%) lr 0.000268947
epoch 029 step 03700/4559 ( 81.2%) lr 0.000268911
epoch 029 step 03750/4559 ( 82.3%) lr 0.000268877
epoch 029 step 03800/4559 ( 83.4%) lr 0.000268841
epoch 029 step 03850/4559 ( 84.4%) lr 0.000268808
epoch 029 step 03900/4559 ( 85.5%) lr 0.000268771
epoch 029 step 03950/4559 ( 86.6%) lr 0.000268738
epoch 029 step 04000/4559 ( 87.7%) lr 0.000268701
epoch 029 step 04050/4559 ( 88.8%) lr 0.000268667
epoch 029 step 04100/4559 ( 89.9%) lr 0.000268631
epoch 029 step 04150/4559 ( 91.0%) lr 0.000268597
epoch 029 step 04200/4559 ( 92.1%) lr 0.000268561
epoch 029 step 04250/4559 ( 93.2%) lr 0.000268527
epoch 029 step 04300/4559 ( 94.3%) lr 0.000268491
epoch 029 step 04350/4559 ( 95.4%) lr 0.000268457
epoch 029 step 04400/4559 ( 96.5%) lr 0.00026842
epoch 029 step 04450/4559 ( 97.6%) lr 0.000268386
epoch 029 step 04500/4559 ( 98.7%) lr 0.00026835
epoch 029 step 04550/4559 ( 99.8%) lr 0.000268316
epoch 029 step 04559/4559 (100.0%) lr 0.000268308
epoch 029 loss 0.0065 time 1080.7s
epoch 030 step 00050/4559 (  1.1%) lr 0.000268274
epoch 030 step 00100/4559 (  2.2%) lr 0.000268237
epoch 030 step 00150/4559 (  3.3%) lr 0.000268203
epoch 030 step 00200/4559 (  4.4%) lr 0.000268167
epoch 030 step 00250/4559 (  5.5%) lr 0.000268133
epoch 030 step 00300/4559 (  6.6%) lr 0.000268096
epoch 030 step 00350/4559 (  7.7%) lr 0.000268062
epoch 030 step 00400/4559 (  8.8%) lr 0.000268025
epoch 030 step 00450/4559 (  9.9%) lr 0.000267991
epoch 030 step 00500/4559 ( 11.0%) lr 0.000267954
epoch 030 step 00550/4559 ( 12.1%) lr 0.00026792
epoch 030 step 00600/4559 ( 13.2%) lr 0.000267884
epoch 030 step 00650/4559 ( 14.3%) lr 0.00026785
epoch 030 step 00700/4559 ( 15.4%) lr 0.000267813
epoch 030 step 00750/4559 ( 16.5%) lr 0.000267779
epoch 030 step 00800/4559 ( 17.5%) lr 0.000267742
epoch 030 step 00850/4559 ( 18.6%) lr 0.000267708
epoch 030 step 00900/4559 ( 19.7%) lr 0.000267671
epoch 030 step 00950/4559 ( 20.8%) lr 0.000267637
epoch 030 step 01000/4559 ( 21.9%) lr 0.0002676
epoch 030 step 01050/4559 ( 23.0%) lr 0.000267565
epoch 030 step 01100/4559 ( 24.1%) lr 0.000267528
epoch 030 step 01150/4559 ( 25.2%) lr 0.000267494
epoch 030 step 01200/4559 ( 26.3%) lr 0.000267457
epoch 030 step 01250/4559 ( 27.4%) lr 0.000267423
epoch 030 step 01300/4559 ( 28.5%) lr 0.000267386
epoch 030 step 01350/4559 ( 29.6%) lr 0.000267352
epoch 030 step 01400/4559 ( 30.7%) lr 0.000267314
epoch 030 step 01450/4559 ( 31.8%) lr 0.00026728
epoch 030 step 01500/4559 ( 32.9%) lr 0.000267243
epoch 030 step 01550/4559 ( 34.0%) lr 0.000267209
epoch 030 step 01600/4559 ( 35.1%) lr 0.000267171
epoch 030 step 01650/4559 ( 36.2%) lr 0.000267137
epoch 030 step 01700/4559 ( 37.3%) lr 0.0002671
epoch 030 step 01750/4559 ( 38.4%) lr 0.000267066
epoch 030 step 01800/4559 ( 39.5%) lr 0.000267028
epoch 030 step 01850/4559 ( 40.6%) lr 0.000266994
epoch 030 step 01900/4559 ( 41.7%) lr 0.000266957
epoch 030 step 01950/4559 ( 42.8%) lr 0.000266922
epoch 030 step 02000/4559 ( 43.9%) lr 0.000266885
epoch 030 step 02050/4559 ( 45.0%) lr 0.00026685
epoch 030 step 02100/4559 ( 46.1%) lr 0.000266813
epoch 030 step 02150/4559 ( 47.2%) lr 0.000266778
epoch 030 step 02200/4559 ( 48.3%) lr 0.000266741
epoch 030 step 02250/4559 ( 49.4%) lr 0.000266706
epoch 030 step 02300/4559 ( 50.4%) lr 0.000266669
epoch 030 step 02350/4559 ( 51.5%) lr 0.000266634
epoch 030 step 02400/4559 ( 52.6%) lr 0.000266597
epoch 030 step 02450/4559 ( 53.7%) lr 0.000266562
epoch 030 step 02500/4559 ( 54.8%) lr 0.000266525
epoch 030 step 02550/4559 ( 55.9%) lr 0.00026649
epoch 030 step 02600/4559 ( 57.0%) lr 0.000266453
epoch 030 step 02650/4559 ( 58.1%) lr 0.000266418
epoch 030 step 02700/4559 ( 59.2%) lr 0.00026638
epoch 030 step 02750/4559 ( 60.3%) lr 0.000266346
epoch 030 step 02800/4559 ( 61.4%) lr 0.000266308
epoch 030 step 02850/4559 ( 62.5%) lr 0.000266273
epoch 030 step 02900/4559 ( 63.6%) lr 0.000266235
epoch 030 step 02950/4559 ( 64.7%) lr 0.000266201
epoch 030 step 03000/4559 ( 65.8%) lr 0.000266163
epoch 030 step 03050/4559 ( 66.9%) lr 0.000266128
epoch 030 step 03100/4559 ( 68.0%) lr 0.00026609
epoch 030 step 03150/4559 ( 69.1%) lr 0.000266056
epoch 030 step 03200/4559 ( 70.2%) lr 0.000266018
epoch 030 step 03250/4559 ( 71.3%) lr 0.000265983
epoch 030 step 03300/4559 ( 72.4%) lr 0.000265945
epoch 030 step 03350/4559 ( 73.5%) lr 0.00026591
epoch 030 step 03400/4559 ( 74.6%) lr 0.000265872
epoch 030 step 03450/4559 ( 75.7%) lr 0.000265837
epoch 030 step 03500/4559 ( 76.8%) lr 0.0002658
epoch 030 step 03550/4559 ( 77.9%) lr 0.000265765
epoch 030 step 03600/4559 ( 79.0%) lr 0.000265727
epoch 030 step 03650/4559 ( 80.1%) lr 0.000265692
epoch 030 step 03700/4559 ( 81.2%) lr 0.000265654
epoch 030 step 03750/4559 ( 82.3%) lr 0.000265619
epoch 030 step 03800/4559 ( 83.4%) lr 0.000265581
epoch 030 step 03850/4559 ( 84.4%) lr 0.000265546
epoch 030 step 03900/4559 ( 85.5%) lr 0.000265508
epoch 030 step 03950/4559 ( 86.6%) lr 0.000265473
epoch 030 step 04000/4559 ( 87.7%) lr 0.000265435
epoch 030 step 04050/4559 ( 88.8%) lr 0.000265399
epoch 030 step 04100/4559 ( 89.9%) lr 0.000265361
epoch 030 step 04150/4559 ( 91.0%) lr 0.000265326
epoch 030 step 04200/4559 ( 92.1%) lr 0.000265288
epoch 030 step 04250/4559 ( 93.2%) lr 0.000265253
epoch 030 step 04300/4559 ( 94.3%) lr 0.000265215
epoch 030 step 04350/4559 ( 95.4%) lr 0.000265179
epoch 030 step 04400/4559 ( 96.5%) lr 0.000265141
epoch 030 step 04450/4559 ( 97.6%) lr 0.000265106
epoch 030 step 04500/4559 ( 98.7%) lr 0.000265068
epoch 030 step 04550/4559 ( 99.8%) lr 0.000265032
epoch 030 step 04559/4559 (100.0%) lr 0.000265024
epoch 030 loss 0.0064 time 1196.6s
epoch 031 step 00050/4559 (  1.1%) lr 0.000264988
epoch 031 step 00100/4559 (  2.2%) lr 0.00026495
epoch 031 step 00150/4559 (  3.3%) lr 0.000264915
epoch 031 step 00200/4559 (  4.4%) lr 0.000264876
epoch 031 step 00250/4559 (  5.5%) lr 0.000264841
epoch 031 step 00300/4559 (  6.6%) lr 0.000264803
epoch 031 step 00350/4559 (  7.7%) lr 0.000264767
epoch 031 step 00400/4559 (  8.8%) lr 0.000264729
epoch 031 step 00450/4559 (  9.9%) lr 0.000264693
epoch 031 step 00500/4559 ( 11.0%) lr 0.000264655
epoch 031 step 00550/4559 ( 12.1%) lr 0.00026462
epoch 031 step 00600/4559 ( 13.2%) lr 0.000264581
epoch 031 step 00650/4559 ( 14.3%) lr 0.000264546
epoch 031 step 00700/4559 ( 15.4%) lr 0.000264507
epoch 031 step 00750/4559 ( 16.5%) lr 0.000264472
epoch 031 step 00800/4559 ( 17.5%) lr 0.000264433
epoch 031 step 00850/4559 ( 18.6%) lr 0.000264397
epoch 031 step 00900/4559 ( 19.7%) lr 0.000264359
epoch 031 step 00950/4559 ( 20.8%) lr 0.000264323
epoch 031 step 01000/4559 ( 21.9%) lr 0.000264285
epoch 031 step 01050/4559 ( 23.0%) lr 0.000264249
epoch 031 step 01100/4559 ( 24.1%) lr 0.00026421
epoch 031 step 01150/4559 ( 25.2%) lr 0.000264175
epoch 031 step 01200/4559 ( 26.3%) lr 0.000264136
epoch 031 step 01250/4559 ( 27.4%) lr 0.0002641
epoch 031 step 01300/4559 ( 28.5%) lr 0.000264062
epoch 031 step 01350/4559 ( 29.6%) lr 0.000264026
epoch 031 step 01400/4559 ( 30.7%) lr 0.000263987
epoch 031 step 01450/4559 ( 31.8%) lr 0.000263951
epoch 031 step 01500/4559 ( 32.9%) lr 0.000263913
epoch 031 step 01550/4559 ( 34.0%) lr 0.000263877
epoch 031 step 01600/4559 ( 35.1%) lr 0.000263838
epoch 031 step 01650/4559 ( 36.2%) lr 0.000263802
epoch 031 step 01700/4559 ( 37.3%) lr 0.000263763
epoch 031 step 01750/4559 ( 38.4%) lr 0.000263728
epoch 031 step 01800/4559 ( 39.5%) lr 0.000263689
epoch 031 step 01850/4559 ( 40.6%) lr 0.000263653
epoch 031 step 01900/4559 ( 41.7%) lr 0.000263614
epoch 031 step 01950/4559 ( 42.8%) lr 0.000263578
epoch 031 step 02000/4559 ( 43.9%) lr 0.000263539
epoch 031 step 02050/4559 ( 45.0%) lr 0.000263503
epoch 031 step 02100/4559 ( 46.1%) lr 0.000263464
epoch 031 step 02150/4559 ( 47.2%) lr 0.000263428
epoch 031 step 02200/4559 ( 48.3%) lr 0.000263389
epoch 031 step 02250/4559 ( 49.4%) lr 0.000263353
epoch 031 step 02300/4559 ( 50.4%) lr 0.000263314
epoch 031 step 02350/4559 ( 51.5%) lr 0.000263278
epoch 031 step 02400/4559 ( 52.6%) lr 0.000263239
epoch 031 step 02450/4559 ( 53.7%) lr 0.000263203
epoch 031 step 02500/4559 ( 54.8%) lr 0.000263164
epoch 031 step 02550/4559 ( 55.9%) lr 0.000263128
epoch 031 step 02600/4559 ( 57.0%) lr 0.000263088
epoch 031 step 02650/4559 ( 58.1%) lr 0.000263052
epoch 031 step 02700/4559 ( 59.2%) lr 0.000263013
epoch 031 step 02750/4559 ( 60.3%) lr 0.000262977
epoch 031 step 02800/4559 ( 61.4%) lr 0.000262938
epoch 031 step 02850/4559 ( 62.5%) lr 0.000262902
epoch 031 step 02900/4559 ( 63.6%) lr 0.000262862
epoch 031 step 02950/4559 ( 64.7%) lr 0.000262826
epoch 031 step 03000/4559 ( 65.8%) lr 0.000262787
epoch 031 step 03050/4559 ( 66.9%) lr 0.000262751
epoch 031 step 03100/4559 ( 68.0%) lr 0.000262711
epoch 031 step 03150/4559 ( 69.1%) lr 0.000262675
epoch 031 step 03200/4559 ( 70.2%) lr 0.000262636
epoch 031 step 03250/4559 ( 71.3%) lr 0.000262599
epoch 031 step 03300/4559 ( 72.4%) lr 0.00026256
epoch 031 step 03350/4559 ( 73.5%) lr 0.000262523
epoch 031 step 03400/4559 ( 74.6%) lr 0.000262484
epoch 031 step 03450/4559 ( 75.7%) lr 0.000262448
epoch 031 step 03500/4559 ( 76.8%) lr 0.000262408
epoch 031 step 03550/4559 ( 77.9%) lr 0.000262372
epoch 031 step 03600/4559 ( 79.0%) lr 0.000262332
epoch 031 step 03650/4559 ( 80.1%) lr 0.000262296
epoch 031 step 03700/4559 ( 81.2%) lr 0.000262256
epoch 031 step 03750/4559 ( 82.3%) lr 0.00026222
epoch 031 step 03800/4559 ( 83.4%) lr 0.00026218
epoch 031 step 03850/4559 ( 84.4%) lr 0.000262144
epoch 031 step 03900/4559 ( 85.5%) lr 0.000262104
epoch 031 step 03950/4559 ( 86.6%) lr 0.000262068
epoch 031 step 04000/4559 ( 87.7%) lr 0.000262028
epoch 031 step 04050/4559 ( 88.8%) lr 0.000261991
epoch 031 step 04100/4559 ( 89.9%) lr 0.000261952
epoch 031 step 04150/4559 ( 91.0%) lr 0.000261915
epoch 031 step 04200/4559 ( 92.1%) lr 0.000261875
epoch 031 step 04250/4559 ( 93.2%) lr 0.000261839
epoch 031 step 04300/4559 ( 94.3%) lr 0.000261799
epoch 031 step 04350/4559 ( 95.4%) lr 0.000261762
epoch 031 step 04400/4559 ( 96.5%) lr 0.000261723
epoch 031 step 04450/4559 ( 97.6%) lr 0.000261686
epoch 031 step 04500/4559 ( 98.7%) lr 0.000261646
epoch 031 step 04550/4559 ( 99.8%) lr 0.000261609
epoch 031 step 04559/4559 (100.0%) lr 0.0002616
epoch 031 loss 0.0062 time 1145.6s
epoch 032 step 00050/4559 (  1.1%) lr 0.000261563
epoch 032 step 00100/4559 (  2.2%) lr 0.000261524
epoch 032 step 00150/4559 (  3.3%) lr 0.000261487
epoch 032 step 00200/4559 (  4.4%) lr 0.000261447
epoch 032 step 00250/4559 (  5.5%) lr 0.00026141
epoch 032 step 00300/4559 (  6.6%) lr 0.00026137
epoch 032 step 00350/4559 (  7.7%) lr 0.000261333
epoch 032 step 00400/4559 (  8.8%) lr 0.000261293
epoch 032 step 00450/4559 (  9.9%) lr 0.000261256
epoch 032 step 00500/4559 ( 11.0%) lr 0.000261216
epoch 032 step 00550/4559 ( 12.1%) lr 0.00026118
epoch 032 step 00600/4559 ( 13.2%) lr 0.00026114
epoch 032 step 00650/4559 ( 14.3%) lr 0.000261103
epoch 032 step 00700/4559 ( 15.4%) lr 0.000261063
epoch 032 step 00750/4559 ( 16.5%) lr 0.000261026
epoch 032 step 00800/4559 ( 17.5%) lr 0.000260985
epoch 032 step 00850/4559 ( 18.6%) lr 0.000260948
epoch 032 step 00900/4559 ( 19.7%) lr 0.000260908
epoch 032 step 00950/4559 ( 20.8%) lr 0.000260871
epoch 032 step 01000/4559 ( 21.9%) lr 0.000260831
epoch 032 step 01050/4559 ( 23.0%) lr 0.000260794
epoch 032 step 01100/4559 ( 24.1%) lr 0.000260754
epoch 032 step 01150/4559 ( 25.2%) lr 0.000260717
epoch 032 step 01200/4559 ( 26.3%) lr 0.000260677
epoch 032 step 01250/4559 ( 27.4%) lr 0.000260639
epoch 032 step 01300/4559 ( 28.5%) lr 0.000260599
epoch 032 step 01350/4559 ( 29.6%) lr 0.000260562
epoch 032 step 01400/4559 ( 30.7%) lr 0.000260522
epoch 032 step 01450/4559 ( 31.8%) lr 0.000260485
epoch 032 step 01500/4559 ( 32.9%) lr 0.000260444
epoch 032 step 01550/4559 ( 34.0%) lr 0.000260407
epoch 032 step 01600/4559 ( 35.1%) lr 0.000260367
epoch 032 step 01650/4559 ( 36.2%) lr 0.000260329
epoch 032 step 01700/4559 ( 37.3%) lr 0.000260289
epoch 032 step 01750/4559 ( 38.4%) lr 0.000260252
epoch 032 step 01800/4559 ( 39.5%) lr 0.000260211
epoch 032 step 01850/4559 ( 40.6%) lr 0.000260174
epoch 032 step 01900/4559 ( 41.7%) lr 0.000260134
epoch 032 step 01950/4559 ( 42.8%) lr 0.000260096
epoch 032 step 02000/4559 ( 43.9%) lr 0.000260056
epoch 032 step 02050/4559 ( 45.0%) lr 0.000260018
epoch 032 step 02100/4559 ( 46.1%) lr 0.000259978
epoch 032 step 02150/4559 ( 47.2%) lr 0.00025994
epoch 032 step 02200/4559 ( 48.3%) lr 0.0002599
epoch 032 step 02250/4559 ( 49.4%) lr 0.000259862
epoch 032 step 02300/4559 ( 50.4%) lr 0.000259822
epoch 032 step 02350/4559 ( 51.5%) lr 0.000259784
epoch 032 step 02400/4559 ( 52.6%) lr 0.000259744
epoch 032 step 02450/4559 ( 53.7%) lr 0.000259706
epoch 032 step 02500/4559 ( 54.8%) lr 0.000259666
epoch 032 step 02550/4559 ( 55.9%) lr 0.000259628
epoch 032 step 02600/4559 ( 57.0%) lr 0.000259587
epoch 032 step 02650/4559 ( 58.1%) lr 0.00025955
epoch 032 step 02700/4559 ( 59.2%) lr 0.000259509
epoch 032 step 02750/4559 ( 60.3%) lr 0.000259471
epoch 032 step 02800/4559 ( 61.4%) lr 0.000259431
epoch 032 step 02850/4559 ( 62.5%) lr 0.000259393
epoch 032 step 02900/4559 ( 63.6%) lr 0.000259352
epoch 032 step 02950/4559 ( 64.7%) lr 0.000259315
epoch 032 step 03000/4559 ( 65.8%) lr 0.000259274
epoch 032 step 03050/4559 ( 66.9%) lr 0.000259236
epoch 032 step 03100/4559 ( 68.0%) lr 0.000259195
epoch 032 step 03150/4559 ( 69.1%) lr 0.000259158
epoch 032 step 03200/4559 ( 70.2%) lr 0.000259117
epoch 032 step 03250/4559 ( 71.3%) lr 0.000259079
epoch 032 step 03300/4559 ( 72.4%) lr 0.000259038
epoch 032 step 03350/4559 ( 73.5%) lr 0.000259
epoch 032 step 03400/4559 ( 74.6%) lr 0.000258959
epoch 032 step 03450/4559 ( 75.7%) lr 0.000258921
epoch 032 step 03500/4559 ( 76.8%) lr 0.00025888
epoch 032 step 03550/4559 ( 77.9%) lr 0.000258843
epoch 032 step 03600/4559 ( 79.0%) lr 0.000258802
epoch 032 step 03650/4559 ( 80.1%) lr 0.000258764
epoch 032 step 03700/4559 ( 81.2%) lr 0.000258723
epoch 032 step 03750/4559 ( 82.3%) lr 0.000258685
epoch 032 step 03800/4559 ( 83.4%) lr 0.000258644
epoch 032 step 03850/4559 ( 84.4%) lr 0.000258606
